chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart,Sentiment,Emotions
1999-06-26,7,The Hardest Thing,98 Degrees,22,7,14,Positive,"{'joy': 13, 'anger': 9, 'fear': 3, 'sadness': 9, 'anticipation': 9, 'surprise': 2, 'trust': 7, 'disgust': 4}"
1999-07-03,4,It's Not Right But It's Okay,Whitney Houston,11,4,9,Negative,"{'joy': 5, 'trust': 12, 'sadness': 22, 'surprise': 16, 'anticipation': 10, 'anger': 7, 'disgust': 15, 'fear': 3}"
1999-07-10,2,"Bills, Bills, Bills",Destiny's Child,11,2,4,Positive,"{'trust': 57, 'anticipation': 40, 'joy': 52, 'anger': 3, 'surprise': 7, 'disgust': 3, 'fear': 1, 'sadness': 1}"
1999-07-10,8,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,13,8,8,Positive,"{'anticipation': 1097, 'joy': 1169, 'trust': 344, 'anger': 338, 'fear': 461, 'surprise': 922, 'sadness': 316, 'disgust': 212}"
1999-07-17,10,All Star,Smash Mouth,13,10,9,Positive,"{'anticipation': 18, 'joy': 16, 'trust': 19, 'anger': 4, 'surprise': 5, 'sadness': 2, 'fear': 6}"
1999-08-07,3,Tell Me It's Real,K-Ci & JoJo,16,3,11,Positive,"{'trust': 19, 'anger': 5, 'anticipation': 7, 'disgust': 6, 'fear': 5, 'joy': 29, 'sadness': 7, 'surprise': 7}"
1999-08-07,10,Summer Girls,LFO,15,10,4,Positive,"{'joy': 19, 'trust': 18, 'disgust': 9, 'sadness': 12, 'anticipation': 6, 'fear': 8, 'anger': 6, 'surprise': 4}"
1999-08-21,10,Jamboree,Naughty By Nature Featuring Zhane,11,10,8,Negative,"{'fear': 17, 'sadness': 12, 'anticipation': 3, 'anger': 8, 'disgust': 5, 'trust': 8, 'joy': 1, 'surprise': 2}"
1999-08-28,2,Bailamos,Enrique Iglesias,11,2,8,Positive,"{'joy': 3, 'trust': 3, 'fear': 4, 'sadness': 4, 'anticipation': 2}"
1999-09-04,4,Unpretty,TLC,23,4,11,Positive,"{'joy': 7, 'anticipation': 9, 'sadness': 3, 'anger': 7, 'disgust': 10, 'trust': 6, 'fear': 1}"
1999-09-04,8,Smooth,Santana Featuring Rob Thomas,11,8,6,Positive,"{'anger': 3, 'anticipation': 3, 'joy': 6, 'surprise': 4, 'trust': 11, 'fear': 3, 'sadness': 3, 'disgust': 2}"
1999-09-04,10,Someday,Sugar Ray,12,10,10,Negative,"{'anticipation': 7, 'fear': 2, 'joy': 3, 'sadness': 4, 'surprise': 3, 'trust': 1}"
1999-09-11,5,Lost In You,Garth Brooks as Chris Gaines,NA,5,1,Positive,"{'anticipation': 321, 'joy': 345, 'surprise': 175, 'trust': 662, 'fear': 376, 'anger': 295, 'sadness': 286, 'disgust': 204}"
1999-09-18,4,She's All I Ever Had,Ricky Martin,18,4,7,Positive,"{'anger': 1, 'fear': 5, 'sadness': 5, 'trust': 13, 'anticipation': 5, 'joy': 9, 'disgust': 1, 'surprise': 1}"
1999-09-25,6,Mambo No. 5 (A Little Bit Of...),Lou Bega,11,6,5,Positive,"{'anger': 1, 'joy': 9, 'sadness': 4, 'anticipation': 11, 'fear': 2, 'trust': 9, 'disgust': 1, 'surprise': 4}"
1999-10-02,9,Scar Tissue,Red Hot Chili Peppers,12,9,18,Positive,"{'anger': 27, 'disgust': 27, 'fear': 26, 'sadness': 26, 'anticipation': 31, 'joy': 31, 'surprise': 5, 'trust': 28}"
1999-10-02,10,I Need To Know,Marc Anthony,56,10,4,Positive,"{'sadness': 11, 'fear': 6, 'joy': 17, 'trust': 9, 'surprise': 8, 'anger': 4, 'anticipation': 5, 'disgust': 4}"
1999-10-09,1,Heartbreaker,Mariah Carey Featuring Jay-Z,16,1,6,Positive,"{'joy': 52, 'anticipation': 23, 'fear': 18, 'disgust': 11, 'surprise': 20, 'trust': 7, 'sadness': 18, 'anger': 8}"
1999-10-09,9,My Love Is Your Love,Whitney Houston,11,9,6,Positive,"{'joy': 67, 'anticipation': 34, 'trust': 32, 'sadness': 8, 'disgust': 5, 'fear': 8, 'anger': 4, 'surprise': 11}"
1999-10-16,2,Music Of My Heart,'N Sync & Gloria Estefan,41,2,7,Positive,"{'anticipation': 6, 'joy': 30, 'trust': 16, 'surprise': 3, 'sadness': 19}"
1999-10-23,6,Satisfy You,Puff Daddy Featuring R. Kelly,43,6,5,Positive,"{'joy': 43, 'anger': 14, 'anticipation': 21, 'surprise': 8, 'trust': 36, 'disgust': 12, 'fear': 14, 'sadness': 19}"
1999-10-23,8,We Can't Be Friends,Deborah Cox With R.L.,13,8,7,Positive,"{'fear': 2485, 'trust': 2686, 'anger': 1802, 'sadness': 1087, 'surprise': 282, 'anticipation': 1679, 'joy': 532, 'disgust': 571}"
1999-11-06,8,Back At One,Brian McKnight,12,8,11,Positive,"{'sadness': 10, 'trust': 6, 'anticipation': 10, 'joy': 8, 'fear': 5, 'anger': 2, 'disgust': 2, 'surprise': 1}"
1999-11-06,10,Steal My Sunshine,Len,14,10,13,Positive,"{'joy': 37, 'anticipation': 9, 'trust': 7, 'surprise': 3, 'anger': 22, 'disgust': 5, 'fear': 21, 'sadness': 21}"
1999-11-13,10,(You Drive Me) Crazy,Britney Spears,14,10,9,Positive,"{'anger': 13, 'fear': 14, 'sadness': 15, 'joy': 15, 'trust': 7, 'anticipation': 5, 'surprise': 4, 'disgust': 1}"
1999-11-20,9,I Wanna Love You Forever,Jessica Simpson,15,9,6,Positive,"{'fear': 12, 'sadness': 10, 'joy': 20, 'anger': 1, 'anticipation': 8, 'surprise': 7, 'trust': 13}"
1999-11-27,9,Waiting For Tonight,Jennifer Lopez,11,9,7,Positive,"{'anticipation': 12, 'joy': 14, 'trust': 8, 'sadness': 3, 'anger': 1, 'surprise': 4}"
1999-12-04,7,I Knew I Loved You,Savage Garden,13,7,7,Positive,"{'trust': 6, 'joy': 6, 'anger': 2, 'fear': 3, 'sadness': 3, 'anticipation': 1}"
1999-12-04,9,U Know What's Up,Donell Jones,11,9,11,Positive,"{'anger': 1, 'anticipation': 2, 'joy': 14, 'surprise': 2, 'trust': 2, 'fear': 1, 'sadness': 1}"
1999-12-11,10,Girl On TV,LFO,15,10,4,Positive,"{'anticipation': 15, 'joy': 22, 'trust': 16, 'sadness': 24, 'anger': 6, 'fear': 13, 'surprise': 1}"
1999-12-18,9,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",13,9,4,Negative,"{'disgust': 36, 'fear': 13, 'sadness': 8, 'anger': 40, 'surprise': 13, 'anticipation': 16, 'joy': 19, 'trust': 20}"
1999-12-18,10,24/7,Kevon Edmonds,17,10,7,Positive,"{'anticipation': 8, 'surprise': 4, 'joy': 13, 'trust': 9, 'anger': 2, 'fear': 4}"
1999-12-25,9,Bring It All To Me,Blaque,11,9,10,Positive,"{'anticipation': 17, 'joy': 45, 'fear': 3, 'sadness': 2, 'surprise': 3, 'trust': 5, 'anger': 2, 'disgust': 2}"
2000-01-08,7,Auld Lang Syne,Kenny G,54,7,3,Positive,"{'anger': 55, 'joy': 50, 'trust': 113, 'disgust': 33, 'sadness': 67, 'anticipation': 58, 'fear': 87, 'surprise': 34}"
2000-01-15,1,What A Girl Wants,Christina Aguilera,11,1,8,Positive,"{'anticipation': 9, 'joy': 20, 'trust': 12, 'fear': 2, 'sadness': 3, 'surprise': 2, 'anger': 1, 'disgust': 1}"
2000-01-22,9,Blue (Da Ba Dee),Eiffel 65,11,9,7,Positive,"{'sadness': 36, 'trust': 2, 'anger': 2}"
2000-01-29,8,That's The Way It Is,Celine Dion,11,8,12,Positive,"{'anticipation': 17, 'fear': 12, 'anger': 1, 'disgust': 1, 'joy': 19, 'sadness': 11, 'surprise': 1, 'trust': 14}"
2000-02-05,5,Get It On Tonite,Montell Jordan,15,5,16,Positive,"{'joy': 14, 'trust': 7, 'fear': 1, 'anticipation': 7, 'surprise': 4, 'sadness': 1, 'anger': 1}"
2000-02-12,2,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,22,2,10,Positive,"{'anticipation': 11, 'fear': 9, 'joy': 35, 'trust': 19, 'disgust': 3, 'sadness': 14, 'surprise': 4, 'anger': 2}"
2000-02-12,7,All The Small Things,Blink-182,15,7,11,Positive,"{'joy': 3, 'trust': 3, 'surprise': 4, 'sadness': 1, 'anticipation': 2, 'fear': 2}"
2000-02-19,8,Maria Maria,Santana Featuring The Product G&B,15,8,2,Positive,"{'disgust': 2, 'fear': 5, 'sadness': 8, 'anticipation': 5, 'joy': 7, 'trust': 4, 'anger': 2}"
2000-02-19,10,Show Me The Meaning Of Being Lonely,Backstreet Boys,12,10,8,Negative,"{'anger': 18, 'disgust': 12, 'fear': 16, 'sadness': 17, 'trust': 13, 'joy': 10, 'surprise': 6, 'anticipation': 5}"
2000-02-26,3,Amazed,Lonestar,18,3,30,Positive,"{'anticipation': 6, 'anger': 2, 'disgust': 2, 'fear': 2, 'joy': 11, 'sadness': 3, 'surprise': 2, 'trust': 1}"
2000-02-26,5,Breathe,Faith Hill,21,5,17,Positive,"{'anticipation': 1, 'fear': 2, 'joy': 9, 'trust': 4, 'anger': 3, 'disgust': 1, 'sadness': 1, 'surprise': 5}"
2000-03-04,7,Bye Bye Bye,'N Sync,13,7,6,Negative,"{'anticipation': 57, 'anger': 16, 'fear': 24, 'joy': 12, 'sadness': 38, 'surprise': 2, 'disgust': 17, 'trust': 2}"
2000-04-01,10,Thong Song,Sisqo,13,10,10,Negative,"{'anger': 9, 'fear': 19, 'disgust': 3, 'joy': 32, 'trust': 39, 'surprise': 4, 'sadness': 23, 'anticipation': 6}"
2000-04-08,7,There You Go,P!nk,11,7,6,Positive,"{'joy': 10, 'anger': 1, 'disgust': 1, 'fear': 8, 'sadness': 7, 'anticipation': 5, 'trust': 2, 'surprise': 2}"
2000-04-15,8,I Try,Macy Gray,12,8,9,Negative,"{'anticipation': 2, 'anger': 12, 'sadness': 13, 'fear': 10, 'disgust': 5, 'joy': 6, 'surprise': 3, 'trust': 1}"
2000-04-22,8,It Feels So Good,Sonique,11,8,14,Positive,"{'anticipation': 17, 'joy': 28, 'surprise': 9, 'trust': 13, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1}"
2000-04-22,9,Everything You Want,Vertical Horizon,13,9,14,Positive,"{'anticipation': 9, 'joy': 1, 'anger': 4, 'fear': 5, 'sadness': 3, 'disgust': 1, 'surprise': 1}"
2000-04-29,3,He Wasn't Man Enough,Toni Braxton,24,3,7,Positive,"{'anger': 1, 'fear': 2, 'sadness': 9, 'surprise': 9, 'anticipation': 4, 'trust': 5, 'joy': 6, 'disgust': 2}"
2000-05-13,9,Be With You,Enrique Iglesias,12,9,7,Negative,"{'trust': 4, 'joy': 4, 'fear': 17, 'sadness': 18, 'anger': 1, 'surprise': 1}"
2000-05-20,10,Try Again,Aaliyah,12,10,10,Negative,"{'anticipation': 32, 'joy': 16, 'surprise': 14, 'trust': 13, 'fear': 3, 'sadness': 2}"
2000-05-27,5,You Sang To Me,Marc Anthony,13,5,14,Positive,"{'anticipation': 17, 'joy': 19, 'trust': 15, 'sadness': 17, 'anger': 4, 'fear': 5}"
2000-06-03,10,I Wanna Know,Joe,11,10,23,Positive,"{'fear': 21, 'sadness': 26, 'anticipation': 12, 'joy': 27, 'surprise': 7, 'trust': 20, 'anger': 2}"
2000-06-10,7,The Real Slim Shady,Eminem,11,7,6,Positive,"{'trust': 30, 'fear': 39, 'sadness': 11, 'anticipation': 9, 'joy': 7, 'disgust': 15, 'surprise': 6, 'anger': 10}"
2000-06-10,9,Oops!...I Did It Again,Britney Spears,12,9,8,Positive,"{'joy': 21, 'anger': 2, 'disgust': 3, 'fear': 3, 'sadness': 10, 'surprise': 2, 'trust': 5, 'anticipation': 2}"
2000-06-24,9,It's Gonna Be Me,'N Sync,15,9,8,Positive,"{'anger': 10, 'fear': 15, 'sadness': 17, 'disgust': 15, 'surprise': 19, 'joy': 17, 'anticipation': 7, 'trust': 6}"
2000-07-01,3,I Turn To You,Christina Aguilera,17,3,12,Positive,"{'sadness': 4, 'anger': 7, 'trust': 22, 'fear': 3, 'anticipation': 2, 'joy': 19, 'disgust': 1, 'surprise': 1}"
2000-07-08,8,Bent,matchbox twenty,12,8,11,Positive,"{'sadness': 4, 'joy': 4, 'surprise': 2, 'trust': 4, 'anticipation': 3, 'anger': 2, 'fear': 2, 'disgust': 1}"
2000-07-08,9,Higher,Creed,11,9,36,Positive,"{'anticipation': 9, 'anger': 2, 'fear': 7, 'sadness': 4, 'surprise': 2, 'joy': 4, 'trust': 3, 'disgust': 1}"
2000-07-22,6,Absolutely (Story Of A Girl),Nine Days,11,6,12,Positive,"{'joy': 9, 'anticipation': 4, 'surprise': 2, 'trust': 7, 'fear': 3, 'anger': 3, 'disgust': 2, 'sadness': 2}"
2000-07-29,8,"Jumpin', Jumpin'",Destiny's Child,13,8,12,Positive,"{'sadness': 25, 'surprise': 25, 'anticipation': 17, 'joy': 28, 'trust': 10, 'anger': 9, 'disgust': 1, 'fear': 2}"
2000-08-05,2,Incomplete,Sisqo,55,2,7,Negative,"{'anticipation': 10, 'joy': 12, 'trust': 10, 'anger': 10, 'disgust': 9, 'fear': 11, 'sadness': 14, 'surprise': 6}"
2000-08-05,10,Doesn't Really Matter,Janet,15,10,8,Positive,"{'joy': 71, 'anticipation': 12, 'trust': 40, 'anger': 5, 'disgust': 8, 'fear': 7, 'sadness': 7, 'surprise': 9}"
2000-08-19,10,No More,Ruff Endz,12,10,8,Negative,"{'joy': 32, 'surprise': 19, 'anticipation': 19, 'trust': 17, 'anger': 25, 'disgust': 3, 'fear': 12, 'sadness': 21}"
2000-09-02,8,Wifey,Next,19,8,15,Positive,"{'joy': 10, 'anticipation': 3, 'trust': 6, 'anger': 2, 'disgust': 1, 'fear': 3, 'sadness': 3, 'surprise': 2}"
2000-09-09,2,Music,Madonna,14,2,5,Positive,"{'fear': 10, 'sadness': 24, 'joy': 23, 'trust': 3, 'anger': 5, 'anticipation': 1}"
2000-09-09,10,(Hot S**t) Country Grammar,Nelly,11,10,20,Positive,"{'trust': 29, 'anticipation': 63, 'anger': 16, 'joy': 64, 'surprise': 54, 'sadness': 11, 'disgust': 9, 'fear': 8}"
2000-09-23,9,Come On Over Baby (All I Want Is You),Christina Aguilera,11,9,8,Positive,"{'joy': 24, 'disgust': 1, 'anticipation': 2, 'fear': 14, 'sadness': 14, 'anger': 9, 'trust': 1}"
2000-09-30,2,Give Me Just One Night (Una Noche),98 Degrees,19,2,7,Positive,"{'fear': 4, 'anger': 2, 'anticipation': 12, 'joy': 6, 'trust': 1, 'sadness': 2, 'surprise': 1}"
2000-09-30,10,With Arms Wide Open,Creed,11,10,21,Positive,"{'fear': 2, 'anticipation': 4, 'joy': 6, 'surprise': 3, 'trust': 12, 'anger': 1}"
2000-10-07,6,Bag Lady,Erykah Badu,34,6,8,Positive,"{'anger': 3, 'fear': 2, 'sadness': 3, 'surprise': 2, 'anticipation': 4, 'joy': 8, 'trust': 2, 'disgust': 2}"
2000-10-14,8,Most Girls,P!nk,12,8,10,Positive,"{'joy': 35, 'anticipation': 4, 'trust': 33, 'fear': 9, 'sadness': 9}"
2000-10-28,10,Gotta Tell You,Samantha Mumba,20,10,8,Positive,"{'joy': 20, 'fear': 16, 'sadness': 16, 'trust': 1}"
2000-11-04,6,This I Promise You,'N Sync,11,6,6,Positive,"{'joy': 22, 'trust': 25, 'anticipation': 6, 'surprise': 3, 'anger': 4, 'fear': 3, 'sadness': 5, 'disgust': 2}"
2000-11-04,7,Independent Women Part I,Destiny's Child,15,7,7,Positive,"{'anticipation': 68, 'joy': 68, 'surprise': 19, 'trust': 45, 'anger': 22, 'disgust': 34, 'fear': 45, 'sadness': 39}"
2000-11-04,10,Case Of The Ex (Whatcha Gonna Do),Mya,17,10,12,Negative,"{'anticipation': 13, 'joy': 4, 'trust': 12, 'surprise': 3, 'fear': 4, 'sadness': 3, 'disgust': 12, 'anger': 2}"
2000-11-18,10,The Way You Love Me,Faith Hill,11,10,29,Positive,"{'joy': 44, 'anticipation': 2, 'trust': 5, 'surprise': 11, 'anger': 1, 'fear': 2, 'sadness': 5}"
2000-11-25,10,Shape Of My Heart,Backstreet Boys,12,10,7,Positive,"{'joy': 6, 'anticipation': 3, 'trust': 13, 'sadness': 11, 'fear': 5, 'surprise': 1}"
2000-12-02,10,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",16,10,5,Positive,"{'surprise': 1, 'anticipation': 7, 'trust': 7, 'fear': 5, 'joy': 3, 'anger': 3, 'sadness': 4}"
2000-12-16,8,He Loves U Not,Dream,11,8,12,Positive,"{'surprise': 15, 'anger': 3, 'fear': 6, 'sadness': 5, 'joy': 16, 'anticipation': 16, 'trust': 11}"
2000-12-16,9,Ms. Jackson,OutKast,12,9,6,Positive,"{'joy': 36, 'trust': 41, 'sadness': 31, 'anticipation': 25, 'anger': 13, 'fear': 16, 'surprise': 17, 'disgust': 11}"
2000-12-30,8,If You're Gone,matchbox twenty,11,8,11,Negative,"{'sadness': 8, 'anticipation': 5, 'disgust': 5, 'joy': 4, 'surprise': 1, 'trust': 1, 'fear': 7, 'anger': 4}"
2000-12-30,10,Dance With Me,Debelah Morgan,12,10,23,Positive,"{'joy': 92, 'trust': 47, 'anger': 16, 'fear': 15, 'sadness': 17, 'anticipation': 16, 'surprise': 14}"
2001-01-06,10,Liquid Dreams,O-Town,17,10,3,Positive,"{'joy': 15, 'sadness': 4, 'anger': 3, 'anticipation': 7, 'surprise': 8, 'trust': 6, 'fear': 1}"
2001-01-20,9,Again,Lenny Kravitz,11,9,10,Positive,"{'sadness': 3, 'anticipation': 3, 'joy': 3, 'trust': 2, 'surprise': 2, 'fear': 2, 'anger': 1, 'disgust': 1}"
2001-01-20,10,Love Don't Cost A Thing,Jennifer Lopez,13,10,7,Positive,"{'anger': 12, 'anticipation': 16, 'fear': 39, 'joy': 33, 'trust': 17, 'sadness': 32, 'disgust': 2, 'surprise': 7}"
2001-02-03,4,Don't Tell Me,Madonna,16,4,9,Positive,"{'anticipation': 2, 'joy': 10, 'surprise': 5, 'trust': 7, 'sadness': 6, 'fear': 3}"
2001-02-03,9,Stutter,Joe Featuring Mystikal,13,9,5,Negative,"{'anger': 26, 'disgust': 28, 'sadness': 13, 'anticipation': 3, 'fear': 3, 'surprise': 2, 'joy': 2, 'trust': 2}"
2001-02-17,9,Angel,Shaggy Featuring Rayvon,12,9,8,Positive,"{'disgust': 8, 'anger': 7, 'anticipation': 32, 'fear': 8, 'joy': 55, 'sadness': 9, 'surprise': 27, 'trust': 48}"
2001-02-24,9,Put It On Me,Ja Rule Featuring Lil' Mo & Vita,11,9,10,Negative,"{'fear': 36, 'trust': 21, 'joy': 39, 'anticipation': 4, 'surprise': 4, 'sadness': 29, 'anger': 25, 'disgust': 20}"
2001-03-10,2,Butterfly,Crazy Town,11,2,10,Positive,"{'joy': 56, 'anticipation': 22, 'trust': 38, 'anger': 12, 'disgust': 3, 'fear': 12, 'sadness': 14, 'surprise': 7}"
2001-03-10,8,It's Over Now,112,32,8,14,Positive,"{'fear': 17, 'sadness': 15, 'joy': 24, 'disgust': 11, 'anticipation': 15, 'surprise': 8, 'anger': 1}"
2001-03-10,9,Promise,Jagged Edge,17,9,12,Positive,"{'joy': 63, 'trust': 42, 'sadness': 4, 'surprise': 6, 'anticipation': 8, 'anger': 2, 'fear': 7}"
2001-03-24,6,All For You,Janet,14,6,2,Positive,"{'surprise': 11, 'disgust': 4, 'fear': 4, 'joy': 22, 'trust': 3, 'anticipation': 20, 'anger': 2}"
2001-03-31,7,Survivor,Destiny's Child,17,7,3,Positive,"{'anticipation': 24, 'fear': 7, 'sadness': 7, 'joy': 9, 'surprise': 3, 'trust': 6, 'anger': 4, 'disgust': 2}"
2001-03-31,8,Get Over Yourself,Eden's Crush,NA,8,1,Positive,"{'joy': 11, 'sadness': 6, 'trust': 1, 'fear': 1, 'anticipation': 1, 'surprise': 1}"
2001-03-31,9,Jaded,Aerosmith,16,9,10,Positive,"{'anticipation': 2, 'joy': 16, 'sadness': 8, 'anger': 2, 'disgust': 1, 'fear': 3, 'surprise': 2, 'trust': 2}"
2001-04-14,5,Missing You,Case,37,5,10,Negative,"{'anticipation': 8, 'anger': 7, 'disgust': 7, 'fear': 20, 'sadness': 20}"
2001-04-14,10,Stranger In My House,Tamia,53,10,14,Negative,"{'anticipation': 9, 'fear': 14, 'surprise': 6, 'trust': 13, 'anger': 5, 'disgust': 4, 'joy': 8, 'sadness': 4}"
2001-04-21,10,Hanging By A Moment,Lifehouse,14,10,11,Negative,"{'trust': 2, 'sadness': 13, 'joy': 3, 'anger': 10, 'disgust': 10, 'fear': 11, 'anticipation': 1, 'surprise': 1}"
2001-04-28,8,Ride Wit Me,Nelly Featuring City Spud,12,8,10,Positive,"{'fear': 28, 'sadness': 26, 'anger': 28, 'anticipation': 30, 'joy': 26, 'surprise': 24, 'trust': 33, 'disgust': 8}"
2001-05-05,9,Follow Me,Uncle Kracker,13,9,9,Positive,"{'anticipation': 4, 'fear': 3, 'joy': 4, 'sadness': 9, 'surprise': 7, 'trust': 8, 'anger': 2, 'disgust': 1}"
2001-05-05,10,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",19,10,4,Positive,"{'fear': 6, 'sadness': 6, 'disgust': 2, 'anger': 5, 'anticipation': 3, 'joy': 5, 'surprise': 2, 'trust': 4}"
2001-05-12,10,Never Had A Dream Come True,S Club 7,23,10,11,Positive,"{'joy': 19, 'trust': 14, 'sadness': 3, 'surprise': 1, 'anticipation': 4, 'anger': 6}"
2001-05-19,9,What Would You Do?,City High,11,9,9,Positive,"{'fear': 7, 'sadness': 13, 'joy': 17, 'trust': 14, 'surprise': 13, 'anger': 10, 'anticipation': 23, 'disgust': 2}"
2001-05-26,9,I'm Like A Bird,Nelly Furtado,13,9,13,Positive,"{'joy': 21, 'anticipation': 3, 'sadness': 3, 'surprise': 2, 'trust': 5, 'fear': 2}"
2001-05-26,10,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",14,10,10,Negative,"{'anger': 16, 'disgust': 7, 'anticipation': 2, 'joy': 3, 'sadness': 5, 'trust': 2, 'fear': 6, 'surprise': 3}"
2001-06-02,7,Fiesta,R. Kelly Featuring Jay-Z,16,7,10,Positive,"{'trust': 29, 'anticipation': 33, 'joy': 32, 'surprise': 30, 'fear': 7, 'anger': 14, 'disgust': 11, 'sadness': 2}"
2001-06-09,10,My Baby,Lil' Romeo,11,10,4,Negative,"{'joy': 11, 'surprise': 10, 'anticipation': 8, 'trust': 7, 'disgust': 12, 'anger': 6, 'fear': 16, 'sadness': 2}"
2001-06-16,10,Peaches & Cream,112,11,10,10,Positive,"{'anticipation': 28, 'joy': 31, 'surprise': 26, 'anger': 12, 'fear': 15, 'sadness': 6, 'trust': 5, 'disgust': 11}"
2001-06-30,9,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,12,9,10,Negative,"{'anger': 21, 'disgust': 11, 'fear': 19, 'sadness': 12, 'joy': 12, 'anticipation': 11, 'trust': 11, 'surprise': 8}"
2001-06-30,10,There You'll Be,Faith Hill,11,10,6,Positive,"{'anticipation': 1, 'joy': 3, 'trust': 2, 'fear': 1, 'sadness': 1}"
2001-07-07,1,U Remind Me,Usher,21,1,4,Positive,"{'fear': 3, 'trust': 4, 'anger': 5, 'disgust': 5, 'sadness': 4, 'joy': 4, 'anticipation': 1}"
2001-07-14,5,Hit 'Em Up Style (Oops!),Blu Cantrell,44,5,11,Negative,"{'anger': 22, 'anticipation': 15, 'fear': 20, 'joy': 14, 'trust': 12, 'surprise': 17, 'sadness': 9, 'disgust': 7}"
2001-07-14,8,Bootylicious,Destiny's Child,12,8,6,Positive,"{'joy': 17, 'trust': 7, 'fear': 2, 'sadness': 1, 'anticipation': 35, 'surprise': 6, 'anger': 8, 'disgust': 1}"
2001-07-14,10,Drive,Incubus,14,10,22,Negative,"{'anger': 2, 'fear': 3, 'anticipation': 7, 'surprise': 1, 'joy': 1, 'trust': 1, 'disgust': 1}"
2001-07-21,9,All Or Nothing,O-Town,17,9,7,Negative,"{'anticipation': 3, 'sadness': 16, 'anger': 3, 'fear': 3, 'surprise': 5, 'trust': 3, 'joy': 1, 'disgust': 1}"
2001-08-04,2,Loverboy,Mariah Carey Featuring Cameo,60,2,7,Positive,"{'anger': 2, 'anticipation': 46, 'disgust': 18, 'joy': 62, 'surprise': 4, 'trust': 29, 'sadness': 3, 'fear': 5}"
2001-08-11,9,I'm Real,Jennifer Lopez Featuring Ja Rule,12,9,6,Positive,"{'trust': 37, 'anger': 12, 'disgust': 13, 'fear': 19, 'sadness': 11, 'surprise': 14, 'anticipation': 8, 'joy': 21}"
2001-08-11,10,Where The Party At,Jagged Edge With Nelly,11,10,11,Positive,"{'anticipation': 43, 'joy': 56, 'trust': 18, 'surprise': 30, 'fear': 12, 'anger': 5, 'sadness': 11, 'disgust': 5}"
2001-08-25,7,It's Been Awhile,Staind,12,7,20,Positive,"{'joy': 2, 'anger': 2, 'disgust': 2, 'fear': 1, 'anticipation': 1, 'surprise': 1, 'trust': 2}"
2001-09-01,3,Someone To Call My Lover,Janet,12,3,11,Positive,"{'anticipation': 19, 'joy': 40, 'trust': 14, 'anger': 3, 'disgust': 3, 'fear': 3, 'sadness': 8, 'surprise': 3}"
2001-09-22,9,Family Affair,Mary J. Blige,12,9,9,Positive,"{'anticipation': 18, 'joy': 48, 'trust': 39, 'sadness': 6, 'surprise': 5, 'anger': 2, 'disgust': 2, 'fear': 3}"
2001-09-22,10,You Rock My World,Michael Jackson,11,10,3,Positive,"{'anticipation': 15, 'joy': 40, 'surprise': 5, 'trust': 16, 'fear': 2, 'disgust': 3}"
2001-09-29,10,Izzo (H.O.V.A.),JAY-Z,13,10,10,Negative,"{'anticipation': 6, 'disgust': 13, 'sadness': 10, 'surprise': 4, 'anger': 16, 'trust': 10, 'fear': 6, 'joy': 6}"
2001-10-13,10,Differences,Ginuwine,11,10,12,Positive,"{'joy': 61, 'anticipation': 25, 'surprise': 8, 'trust': 17, 'fear': 2}"
2001-10-27,6,The Star Spangled Banner,Whitney Houston,13,6,16,Positive,"{'anticipation': 3, 'joy': 2, 'trust': 3, 'surprise': 1, 'fear': 3, 'sadness': 1, 'anger': 2}"
2001-10-27,9,Hero,Enrique Iglesias,12,9,5,Positive,"{'anticipation': 9, 'joy': 17, 'surprise': 10, 'trust': 9, 'sadness': 12, 'fear': 8, 'anger': 1, 'disgust': 1}"
2001-11-03,6,Turn Off The Light,Nelly Furtado,11,6,12,Negative,"{'anger': 1, 'disgust': 3, 'fear': 4, 'sadness': 10, 'anticipation': 6, 'joy': 6, 'surprise': 5, 'trust': 1}"
2001-11-03,8,U Got It Bad,Usher,16,8,7,Negative,"{'anger': 20, 'disgust': 18, 'fear': 23, 'sadness': 23, 'joy': 16, 'trust': 13, 'anticipation': 9, 'surprise': 2}"
2001-11-03,9,Livin' It Up,Ja Rule Featuring Case,12,9,10,Positive,"{'fear': 30, 'trust': 25, 'joy': 28, 'anticipation': 13, 'surprise': 7, 'anger': 9, 'disgust': 7, 'sadness': 16}"
2001-11-10,10,Only Time,Enya,11,10,18,Positive,"{'anticipation': 8, 'joy': 5}"
2001-11-17,9,How You Remind Me,Nickelback,11,9,11,Negative,"{'disgust': 9, 'fear': 10, 'sadness': 6, 'anger': 12, 'anticipation': 10, 'joy': 8, 'surprise': 5, 'trust': 2}"
2001-12-01,10,Emotion,Destiny's Child,12,10,10,Positive,"{'sadness': 17, 'anticipation': 14, 'joy': 15, 'anger': 6, 'fear': 6, 'surprise': 5, 'trust': 1}"
